direct_competitor_count_500m,direct_competitor_count_1km,related_fitness_count_1km,source_index
31,130,261,5739
30,72,159,5740
40,127,252,5741
35,125,257,5742
53,99,210,5743
19,68,163,5744
29,121,261,5745
29,102,205,5746
33,112,229,5747
31,99,220,5748
35,103,210,5749
41,109,238,5750
4,9,17,5751
42,116,270,5752
31,97,195,5753
40,122,254,5754
30,83,163,5755
22,104,222,5756
37,75,150,5757
45,97,201,5758
33,113,217,5759
24,82,183,5760
18,57,142,5761
8,52,120,5762
43,120,254,5763
28,99,212,5764
15,44,106,5765
14,73,151,5766
25,87,191,5767
42,132,281,5768
1,17,62,5769
26,114,247,5770
23,89,180,5771
42,121,259,5772
34,116,218,5773
35,132,291,5774
43,129,277,5775
24,139,306,5776
22,76,181,5777
23,88,182,5778
34,140,311,5779
33,116,250,5780
47,124,290,5781
37,130,257,5782
22,80,191,5783
25,94,189,5784
19,97,223,5785
37,112,221,5786
1,16,58,5787
20,84,174,5788
34,121,272,5789
25,98,209,5790
42,125,263,5791
31,112,251,5792
34,100,206,5793
34,87,192,5794
26,84,176,5795
6,10,24,5796
24,114,223,5797
17,87,198,5798
41,125,273,5799
33,84,180,5800
47,130,275,5801
25,93,206,5802
26,99,184,5803
38,102,229,5804
4,8,22,5805
18,113,244,5806
5,18,68,5807
2,44,105,5808
35,128,267,5809
29,100,201,5810
33,98,210,5811
9,14,47,5812
30,95,202,5813
27,125,254,5814
26,127,236,5815
23,88,182,5816
33,101,202,5817
28,116,245,5818
38,107,240,5819
8,106,211,5820
41,113,257,5821
16,80,186,5822
20,68,141,5823
25,81,167,5824
53,107,233,5825
40,123,281,5826
23,100,227,5827
7,50,117,5828
30,85,189,5829
32,95,212,5830
41,133,284,5831
9,63,157,5832
51,95,204,5833
27,95,210,5834
51,115,242,5835
24,99,191,5836
30,105,233,5837
4,18,43,5838
9,51,121,5839
3,7,23,5840
22,66,144,5841
5,18,68,5842
26,88,197,5843
34,87,183,5844
21,84,173,5845
46,109,240,5846
25,102,222,5847
24,98,194,5848
9,51,121,5849
27,115,248,5850
44,132,281,5851
6,33,96,5852
11,44,107,5853
26,88,204,5854
34,92,205,5855
20,141,269,5856
33,117,246,5857
12,62,152,5858
18,52,120,5859
36,98,215,5860
43,112,240,5861
39,126,270,5862
31,112,245,5863
32,121,290,5864
11,48,116,5865
1,16,60,5866
41,129,270,5867
18,83,179,5868
53,105,232,5869
41,106,234,5870
41,97,199,5871
18,80,170,5872
37,86,176,5873
30,115,220,5874
26,104,212,5875
23,79,183,5876
23,84,176,5877
13,66,160,5878
41,119,260,5879
25,95,214,5880
14,47,114,5881
25,74,157,5882
16,77,181,5883
40,130,290,5884
44,124,272,5885
23,85,176,5886
23,90,177,5887
35,118,252,5888
25,106,203,5889
28,93,187,5890
29,83,162,5891
6,9,23,5892
36,122,246,5893
32,118,263,5894
33,102,209,5895
20,90,212,5896
36,104,236,5897
41,107,218,5898
28,112,255,5899
30,120,274,5900
34,94,209,5901
6,9,23,5902
41,123,254,5903
27,100,218,5904
32,129,245,5905
7,45,104,5906
35,125,255,5907
28,97,215,5908
21,93,216,5909
32,116,248,5910
31,112,243,5911
36,94,207,5912
23,86,179,5913
25,112,208,5914
27,92,184,5915
36,98,215,5916
22,89,179,5917
28,88,189,5918
39,105,230,5919
32,100,204,5920
19,61,144,5921
8,27,67,5922
43,120,259,5923
32,109,219,5924
34,122,270,5925
32,100,224,5926
21,81,189,5927
42,120,260,5928
27,94,204,5929
39,118,274,5930
37,123,234,5931
28,122,245,5932
45,127,270,5933
35,125,257,5934
16,57,130,5935
18,84,188,5936
17,105,201,5937
26,70,159,5938
43,123,266,5939
26,85,182,5940
32,134,293,5941
39,111,249,5942
43,114,251,5943
19,75,169,5944
8,57,145,5945
17,59,137,5946
23,114,250,5947
32,126,245,5948
8,44,95,5949
32,102,206,5950
24,97,191,5951
20,105,239,5952
29,84,166,5953
26,75,159,5954
6,26,78,5955
6,24,78,5956
39,105,235,5957
28,89,212,5958
34,122,270,5959
41,116,263,5960
25,87,191,5961
40,110,248,5962
4,6,16,5963
18,94,213,5964
6,34,96,5965
30,115,220,5966
33,127,286,5967
18,84,193,5968
26,82,168,5969
23,109,248,5970
19,80,172,5971
21,105,230,5972
34,120,274,5973
40,116,268,5974
28,118,234,5975
33,107,234,5976
25,78,201,5977
29,89,186,5978
32,102,206,5979
36,108,240,5980
36,131,279,5981
30,101,227,5982
19,65,139,5983
28,80,168,5984
12,88,193,5985
27,94,215,5986
32,96,214,5987
6,30,81,5988
20,93,205,5989
41,109,247,5990
3,33,88,5991
8,115,226,5992
49,115,237,5993
23,71,151,5994
46,113,237,5995
6,33,96,5996
41,118,260,5997
22,81,185,5998
38,98,229,5999
6,28,84,6000
17,69,159,6001
30,106,248,6002
8,62,136,6003
48,114,232,6004
38,108,231,6005
39,119,273,6006
46,104,227,6007
12,51,118,6008
6,26,78,6009
9,24,63,6010
2,31,91,6011
30,120,274,6012
22,84,170,6013
18,110,206,6014
37,96,213,6015
15,94,190,6016
19,100,227,6017
30,129,278,6018
42,99,211,6019
16,114,241,6020
7,51,116,6021
23,122,249,6022
27,112,206,6023
34,92,194,6024
35,140,291,6025
37,102,223,6026
32,117,263,6027
6,26,78,6028
36,139,303,6029
41,103,226,6030
42,113,239,6031
20,65,138,6032
31,101,221,6033
25,87,191,6034
44,82,173,6035
28,88,212,6036
32,100,224,6037
43,112,240,6038
19,132,261,6039
19,68,163,6040
29,121,258,6041
34,118,234,6042
35,125,255,6043
22,70,148,6044
25,94,189,6045
16,75,162,6046
41,113,257,6047
30,113,258,6048
41,111,245,6049
27,100,225,6050
45,124,255,6051
41,120,262,6052
32,100,204,6053
36,122,249,6054
41,103,228,6055
16,83,181,6056
29,131,265,6057
37,123,234,6058
31,90,198,6059
27,134,288,6060
24,86,175,6061
33,122,278,6062
20,105,239,6063
41,126,275,6064
37,75,150,6065
32,122,278,6066
13,63,153,6067
23,84,176,6068
33,129,248,6069
23,85,176,6070
16,58,132,6071
39,119,271,6073
42,124,272,6074
4,18,43,6075
18,83,179,6076
27,114,253,6077
39,105,218,6078
7,56,133,6079
22,112,219,6080
28,96,191,6081
32,112,249,6082
33,125,283,6083
6,24,78,6084
51,93,199,6085
11,119,228,6086
24,110,236,6087
42,117,255,6088
10,63,134,6089
36,139,303,6090
43,119,269,6091
8,102,206,6092
24,82,166,6093
34,92,194,6094
27,90,178,6095
17,87,198,6096
40,115,257,6097
33,94,201,6098
19,122,253,6099
41,133,281,6100
44,135,294,6101
27,123,253,6102
17,62,141,6103
35,140,291,6104
42,99,211,6105
22,119,245,6106
44,104,230,6107
38,116,249,6108
25,81,167,6109
36,103,211,6110
44,124,272,6111
38,99,220,6112
42,117,255,6113
16,75,162,6114
28,89,212,6115
26,78,163,6116
19,139,296,6117
43,137,294,6118
33,98,210,6119
26,75,159,6120
40,91,189,6121
28,114,244,6122
21,119,254,6123
32,112,249,6124
29,89,186,6125
30,101,227,6126
18,115,234,6127
23,85,194,6128
21,139,301,6129
17,76,172,6130
9,63,157,6131
28,81,168,6132
17,62,132,6133
39,127,258,6134
38,78,167,6135
24,114,223,6136
27,84,183,6137
23,90,177,6138
24,141,302,6139
31,98,207,6140
34,127,292,6141
36,75,151,6142
8,15,39,6143
35,125,257,6144
19,85,183,6145
41,116,265,6146
24,112,247,6147
37,99,221,6148
32,101,228,6149
11,60,139,6150
35,120,238,6151
38,99,220,6152
34,122,270,6153
41,113,240,6154
17,76,172,6155
31,112,251,6156
36,138,304,6157
40,103,224,6158
31,114,264,6159
14,104,216,6160
45,114,252,6161
6,24,78,6162
7,51,116,6163
25,86,194,6164
22,124,255,6165
38,126,289,6166
30,96,200,6167
29,114,244,6168
1,8,22,6169
8,106,211,6170
5,26,71,6171
42,128,280,6172
38,100,205,6173
52,103,215,6174
23,131,241,6175
36,108,215,6176
29,102,205,6177
31,101,215,6178
38,103,230,6179
35,111,240,6180
29,111,228,6181
37,115,257,6182
30,106,226,6183
25,113,250,6184
43,114,251,6185
36,104,236,6186
28,123,241,6187
33,107,246,6188
37,103,230,6189
34,92,194,6190
29,84,166,6191
36,77,166,6192
29,121,261,6193
38,109,240,6194
19,97,223,6195
38,126,289,6196
42,110,236,6197
16,120,257,6198
22,88,192,6199
9,14,37,6200
30,94,182,6201
42,124,274,6202
31,128,279,6203
12,98,194,6204
37,115,257,6205
2,31,91,6206
36,73,146,6207
18,66,150,6208
42,87,180,6209
38,99,220,6210
28,100,213,6211
7,16,53,6213
31,97,211,6214
33,108,220,6215
43,120,259,6216
11,57,133,6217
30,107,224,6218
24,115,248,6219
33,97,215,6221
40,119,266,6222
48,106,234,6223
34,100,200,6224
33,95,211,6225
35,90,205,6226
29,89,186,6227
2,35,94,6228
4,24,76,6229
27,94,215,6230
22,77,182,6231
35,119,226,6232
17,97,221,6233
24,133,247,6234
37,130,294,6235
7,14,44,6236
29,86,180,6237
31,108,229,6238
26,94,203,6239
53,99,213,6240
7,11,42,6241
44,122,271,6242
6,33,96,6243
28,83,165,6244
18,78,176,6245
10,31,93,6246
7,57,129,6247
25,84,188,6248
4,18,43,6249
12,65,160,6250
29,89,186,6251
26,81,161,6252
32,108,236,6253
17,69,159,6254
26,115,252,6255
30,81,153,6256
24,86,165,6257
39,107,236,6258
12,88,193,6259
5,45,109,6260
19,131,258,6261
16,112,236,6262
36,104,217,6264
34,124,283,6265
40,127,259,6266
34,98,218,6267
15,63,155,6268
7,117,227,6269
25,129,274,6270
7,112,226,6271
39,118,249,6272
42,109,238,6273
28,116,245,6274
27,132,267,6275
35,134,281,6276
30,74,172,6277
23,129,258,6278
16,79,183,6279
23,134,291,6281
9,52,119,6282
8,106,211,6283
32,136,293,6284
15,72,164,6285
17,69,159,6286
23,109,209,6287
13,22,43,6288
5,18,68,6289
23,109,209,6290
32,122,250,6291
44,128,277,6292
25,84,188,6293
24,88,174,6294
34,132,277,6295
22,87,180,6296
37,103,230,6297
10,45,107,6298
24,83,190,6299
29,121,261,6300
37,96,216,6301
21,78,180,6302
8,31,78,6303
36,122,249,6304
24,81,185,6305
26,84,176,6306
8,51,119,6307
23,109,209,6308
35,113,246,6309
37,132,290,6310
9,51,121,6311
34,110,220,6312
44,120,240,6313
21,132,264,6314
41,113,257,6315
41,116,265,6316
33,118,223,6317
11,96,194,6318
42,129,287,6319
22,102,196,6320
36,105,212,6321
40,121,266,6322
32,95,194,6323
23,109,248,6324
33,96,216,6325
32,101,228,6326
43,131,283,6327
21,132,264,6329
27,108,236,6330
28,116,245,6331
7,106,211,6332
53,99,213,6333
11,57,133,6334
42,109,240,6335
4,24,78,6336
19,81,176,6337
31,79,158,6338
31,74,125,6339
27,68,145,6340
36,89,178,6341
21,80,149,6342
35,75,148,6343
36,68,136,6344
9,46,94,6345
32,71,122,6346
22,82,138,6347
7,25,55,6348
25,83,154,6349
26,54,87,6350
31,74,125,6351
33,76,130,6352
33,61,135,6353
13,71,133,6354
14,69,143,6355
15,87,154,6356
12,46,89,6357
23,62,128,6359
1,21,46,6360
23,53,88,6361
2,13,33,6362
46,85,172,6363
31,93,175,6364
28,87,172,6365
16,45,91,6366
11,67,109,6367
22,76,154,6368
14,22,51,6369
1,26,57,6370
15,33,72,6373
35,85,168,6374
16,71,134,6375
22,70,137,6377
15,20,43,6378
28,64,131,6379
21,109,190,6380
21,109,190,6381
13,20,50,6382
11,41,83,6383
35,91,180,6384
2,32,53,6385
32,97,174,6386
36,77,157,6387
1,17,40,6388
10,42,88,6389
16,39,81,6390
4,40,93,6391
2,13,33,6392
31,65,127,6393
28,55,92,6394
6,18,38,6395
13,54,121,6396
13,20,50,6397
3,16,37,6398
4,18,46,6399
22,67,138,6400
2,26,69,6401
14,40,82,6402
1,24,56,6403
14,62,124,6404
50,83,167,6405
31,69,140,6406
15,30,64,6407
12,50,97,6408
14,46,89,6409
30,93,179,6410
15,66,145,6411
3,16,37,6412
28,87,172,6413
22,73,150,6414
25,88,151,6415
4,40,93,6416
15,31,64,6417
2,40,93,6419
46,85,172,6420
23,59,96,6421
21,74,148,6422
15,66,145,6423
7,18,50,6424
26,54,87,6425
34,80,154,6426
1,26,57,6427
15,40,80,6428
25,106,191,6429
24,93,180,6430
40,87,176,6431
30,73,139,6432
26,86,173,6433
18,54,115,6434
22,84,169,6435
5,42,88,6436
25,74,150,6437
26,77,147,6438
15,37,76,6439
11,49,110,6440
15,46,92,6441
42,78,157,6442
22,76,154,6443
18,91,174,6444
53,83,169,6445
13,20,50,6446
8,22,47,6447
1,20,43,6448
27,64,137,6449
26,64,128,6451
28,83,151,6452
28,94,177,6453
39,81,165,6454
29,91,176,6455
26,64,128,6456
13,26,62,6457
32,74,151,6458
23,55,90,6459
28,83,161,6460
4,17,36,6461
40,71,145,6462
38,98,180,6463
15,66,145,6464
33,85,164,6465
28,106,208,6466
13,47,91,6467
31,63,106,6468
34,94,168,6469
28,100,194,6470
24,84,174,6471
34,87,164,6472
26,70,146,6473
33,64,124,6474
32,69,147,6475
29,91,176,6477
4,18,37,6478
33,96,185,6479
10,30,89,6480
11,29,77,6481
21,88,170,6482
40,78,157,6483
14,46,87,6484
42,76,154,6485
31,61,100,6486
21,74,163,6487
14,42,83,6488
26,61,131,6489
35,68,114,6490
1,21,46,6491
15,63,124,6492
49,76,151,6494
16,65,143,6495
11,44,99,6496
30,93,182,6498
9,33,77,6499
26,54,87,6500
24,78,154,6501
25,103,187,6502
18,42,99,6503
26,83,151,6504
9,38,84,6505
33,93,175,6507
23,61,132,6508
4,74,135,6509
46,78,160,6510
8,33,77,6511
26,87,180,6512
7,25,55,6513
32,98,186,6514
22,84,169,6515
22,70,137,6516
14,22,51,6517
26,77,147,6518
11,44,91,6519
37,71,146,6520
36,68,136,6521
31,73,145,6522
8,26,83,6523
37,96,185,6524
17,59,128,6525
13,20,50,6526
1,29,74,6527
17,57,126,6528
25,83,154,6529
23,91,181,6531
56,83,168,6532
7,20,52,6533
37,71,146,6534
29,83,152,6536
31,98,179,6537
26,84,157,6538
14,62,131,6539
24,75,146,6540
33,76,130,6541
20,82,152,6542
27,87,180,6543
5,18,60,6544
5,18,61,6545
12,60,119,6547
13,26,63,6548
25,86,142,6549
24,49,81,6551
33,64,124,6552
25,80,160,6553
33,60,100,6555
12,45,88,6556
39,81,165,6557
25,80,160,6558
35,88,167,6559
28,100,194,6560
28,68,144,6561
16,28,60,6562
9,46,90,6565
17,89,167,6566
31,84,168,6567
31,97,194,6568
14,22,51,6569
30,90,173,6570
33,66,110,6571
25,54,120,6572
33,66,110,6573
26,107,190,6574
25,69,134,6575
23,69,137,6576
40,71,145,6577
18,42,99,6578
31,79,158,6579
5,16,53,6580
21,74,163,6581
32,103,201,6582
35,97,189,6583
8,29,93,6584
20,64,130,6585
12,41,82,6586
6,18,38,6588
15,87,154,6589
10,77,147,6590
23,70,140,6591
14,35,76,6592
21,61,130,6593
22,65,136,6594
1,28,61,6595
38,78,157,6596
14,58,126,6597
6,23,80,6598
27,65,136,6599
27,71,120,6600
8,23,61,6601
26,64,127,6602
32,95,175,6603
29,67,154,6604
5,18,61,6605
13,20,50,6606
37,97,187,6607
40,71,145,6609
24,84,164,6610
15,49,108,6611
20,80,162,6612
15,66,145,6613
22,96,182,6614
8,37,84,6615
30,93,181,6616
25,106,191,6617
30,84,155,6618
29,95,192,6619
28,71,142,6620
14,22,48,6621
23,74,150,6622
18,42,99,6623
18,71,160,6624
2,40,93,6625
1,38,67,6626
25,68,136,6627
19,61,130,6628
25,83,153,6629
45,84,170,6630
35,68,136,6631
26,92,180,6632
26,70,146,6633
21,74,163,6634
26,64,128,6635
31,87,173,6636
22,73,150,6637
11,67,109,6638
30,80,133,6639
6,23,80,6640
7,18,37,6641
24,105,202,6642
14,44,89,6643
37,97,188,6644
27,88,164,6645
30,73,139,6646
7,53,108,6647
20,85,167,6648
20,82,152,6649
38,78,157,6650
30,63,104,6651
11,49,110,6652
26,65,135,6653
18,42,99,6654
5,34,86,6655
31,87,173,6656
33,60,101,6657
27,91,177,6658
51,83,169,6659
19,61,130,6660
40,83,169,6661
1,26,57,6663
2,36,60,6664
10,58,100,6665
38,79,160,6666
21,82,158,6667
24,53,120,6668
23,50,82,6669
26,97,190,6670
47,83,168,6672
19,61,130,6673
38,78,158,6674
23,93,182,6675
30,72,139,6678
8,33,77,6679
34,87,164,6680
14,34,68,6681
40,79,162,6682
31,69,140,6683
3,36,86,6684
14,41,85,6685
23,74,148,6686
15,20,43,6687
17,60,117,6688
27,66,137,6689
19,56,122,6690
13,20,50,6691
24,94,180,6692
37,71,146,6693
9,47,88,6694
22,94,181,6696
25,85,174,6697
33,64,107,6698
12,53,98,6699
24,84,174,6700
18,42,99,6702
1,10,29,6703
16,28,62,6704
14,22,52,6705
10,38,85,6706
13,41,82,6707
24,85,168,6708
12,66,109,6709
19,72,159,6710
15,73,159,6711
1,38,67,6712
13,20,50,6713
15,20,42,6714
14,24,59,6715
24,90,173,6716
9,21,56,6717
4,74,135,6718
26,77,145,6719
5,46,111,6720
26,95,194,6721
14,45,104,6722
9,41,85,6723
35,68,114,6725
4,38,90,6726
27,88,176,6727
21,82,152,6728
14,24,54,6729
23,93,180,6730
24,80,156,6731
15,37,76,6732
16,41,81,6733
31,85,168,6734
14,22,51,6736
33,64,124,6737
24,104,201,6738
19,56,124,6740
13,20,50,6741
37,74,152,6742
22,82,138,6743
17,61,117,6744
27,102,194,6745
12,67,109,6746
20,74,162,6747
11,67,109,6748
28,55,92,6749
8,28,79,6750
18,71,160,6751
31,79,158,6752
28,55,92,6753
28,80,137,6754
32,61,135,6755
14,24,51,6756
11,44,99,6757
26,78,140,6758
28,98,189,6759
40,71,144,6760
14,23,52,6761
17,46,90,6762
19,96,167,6763
7,20,51,6764
29,73,143,6765
15,33,73,6766
37,83,165,6767
8,33,77,6768
23,82,165,6769
28,83,151,6770
5,16,43,6771
53,82,165,6772
22,73,146,6773
31,79,158,6774
24,75,146,6775
21,71,147,6776
27,106,197,6777
30,98,176,6778
19,71,152,6779
26,78,140,6780
30,89,170,6781
25,84,167,6782
33,91,176,6783
23,80,162,6784
8,37,84,6785
32,62,119,6786
5,46,111,6787
14,24,51,6788
33,60,100,6789
30,84,156,6790
10,31,90,6791
19,57,120,6792
5,46,111,6793
14,22,51,6794
33,66,111,6795
30,60,118,6796
11,65,111,6797
29,60,117,6798
29,58,128,6799
15,47,92,6800
51,78,161,6801
20,63,122,6802
30,72,138,6803
6,25,69,6804
25,103,187,6805
31,58,97,6806
4,38,90,6807
13,20,50,6808
11,50,94,6809
8,39,90,6810
26,94,181,6811
21,45,71,6812
14,32,65,6813
29,67,135,6814
9,39,81,6816
12,46,89,6817
20,76,149,6818
24,93,180,6819
23,55,90,6820
40,71,145,6821
25,69,129,6822
36,89,178,6823
14,36,69,6824
9,50,114,6825
35,91,180,6826
38,76,155,6828
31,90,173,6829
38,74,145,6832
27,75,140,6833
15,54,116,6834
32,103,204,6835
21,50,116,6836
33,99,195,6837
28,97,186,6838
26,72,139,6840
26,73,148,6841
35,65,126,6842
18,54,115,6843
36,93,178,6844
36,65,130,6846
29,61,132,6847
12,25,58,6848
39,82,166,6849
18,90,162,6850
17,43,97,6851
38,98,188,6852
14,61,100,6853
19,73,162,6854
35,68,114,6855
21,50,116,6856
20,73,147,6857
26,54,120,6858
15,34,72,6860
24,52,83,6861
22,99,187,6863
34,89,174,6864
13,56,115,6865
29,61,131,6866
38,79,162,6867
40,73,145,6868
2,12,30,6869
36,68,136,6870
33,67,113,6871
9,49,108,6872
39,91,182,6873
2,32,53,6874
19,45,73,6875
18,81,153,6876
11,41,87,6877
24,71,141,6878
7,22,58,6879
28,82,151,6880
14,20,45,6881
37,71,146,6882
36,65,127,6883
12,68,112,6884
14,55,110,6885
12,61,110,6886
7,49,107,6887
25,105,187,6888
8,39,90,6889
12,67,109,6891
12,45,88,6892
29,58,128,6893
27,56,93,6894
9,39,86,6895
14,24,54,6896
32,97,186,6898
30,95,172,6899
26,70,158,6900
2,13,33,6901
20,73,149,6902
33,85,164,6903
5,17,45,6904
50,83,167,6906
7,20,51,6907
30,105,207,6908
13,31,70,6909
8,18,37,6910
16,41,83,6911
23,50,79,6912
30,93,181,6913
36,71,115,6914
9,44,90,6915
27,64,137,6916
8,28,79,6917
23,104,184,6918
12,54,110,6919
21,75,152,6920
14,32,65,6921
29,80,158,6922
30,62,120,6923
15,73,159,6924
30,93,181,6925
24,78,154,6926
0,12,41,6927
10,50,102,6928
39,73,145,6929
12,50,97,6930
14,46,89,6931
24,52,86,6932
20,73,147,6933
11,48,95,6934
33,95,176,6935
13,54,113,6936
32,61,132,6937
36,84,167,6938
18,81,148,6939
39,81,165,6940
27,92,183,6941
30,98,176,6942
8,37,84,6943
12,44,80,6944
7,14,31,6945
24,40,86,6946
20,54,104,6947
14,40,78,6948
6,13,34,6949
3,56,95,6950
20,54,112,6951
27,43,82,6952
14,65,132,6953
22,37,83,6954
12,49,94,6955
19,56,111,6956
7,25,46,6957
4,25,51,6958
24,43,89,6959
1,33,63,6960
12,49,102,6961
27,46,87,6962
14,55,120,6963
7,39,89,6964
1,6,14,6965
19,30,59,6966
13,41,105,6967
11,33,92,6969
24,43,89,6970
14,50,96,6971
5,64,113,6972
13,41,105,6973
28,42,83,6974
3,50,92,6975
14,53,110,6977
14,53,110,6978
12,21,47,6979
14,55,127,6980
4,51,87,6981
3,57,101,6982
11,27,55,6983
21,27,44,6984
3,50,92,6985
8,17,37,6986
4,37,69,6987
8,42,96,6988
10,35,81,6989
18,51,101,6990
16,45,83,6992
19,66,136,6994
5,46,79,6995
10,49,106,6996
20,28,49,6997
14,55,127,6998
3,50,92,6999
7,46,83,7000
29,41,82,7001
18,30,59,7003
12,23,49,7004
12,43,78,7005
7,31,56,7006
11,37,92,7007
20,28,49,7008
11,35,63,7009
22,53,104,7010
14,72,145,7011
4,53,91,7012
20,30,53,7013
21,28,50,7014
11,35,83,7016
21,29,52,7017
8,22,63,7018
20,64,131,7019
11,35,83,7020
27,41,80,7021
19,56,111,7022
14,41,76,7023
19,46,86,7024
10,47,99,7025
6,14,31,7026
12,31,62,7027
18,30,59,7028
7,31,56,7029
17,47,94,7030
8,11,28,7031
15,43,87,7032
19,55,114,7033
21,52,102,7034
23,29,51,7035
15,50,88,7036
22,49,104,7037
11,49,97,7038
21,28,48,7039
15,57,116,7040
26,41,80,7041
11,33,66,7042
24,41,88,7043
14,66,125,7044
12,37,95,7045
19,32,59,7046
4,21,41,7047
12,42,74,7048
7,15,37,7049
5,54,96,7050
22,54,105,7051
10,30,75,7052
25,46,93,7053
22,29,51,7054
6,21,41,7055
25,50,109,7056
20,28,49,7057
7,7,16,7058
14,61,116,7059
7,13,28,7060
11,33,61,7061
13,33,91,7062
20,54,105,7063
6,39,76,7064
10,44,94,7065
14,72,145,7066
24,43,92,7067
10,49,106,7068
20,36,80,7069
25,43,83,7070
12,31,62,7071
12,40,75,7072
28,42,84,7073
14,66,125,7074
9,33,64,7075
13,48,86,7076
4,51,87,7078
3,57,101,7079
12,33,81,7080
15,48,86,7081
10,45,97,7082
9,25,66,7083
12,40,75,7084
5,23,43,7086
5,63,111,7087
12,31,62,7089
11,52,110,7090
29,44,90,7091
13,33,91,7092
15,46,85,7093
3,30,56,7094
23,30,52,7095
11,34,62,7096
14,55,120,7097
18,53,109,7098
16,45,83,7099
23,29,51,7100
15,65,123,7101
22,29,51,7102
22,29,51,7103
4,20,38,7104
4,16,41,7105
28,42,83,7106
15,45,82,7107
7,45,83,7108
25,53,103,7109
11,35,83,7110
23,29,51,7111
2,8,18,7112
7,17,34,7113
19,56,111,7114
18,53,108,7115
21,28,49,7116
12,31,62,7117
21,62,120,7118
19,50,97,7119
8,27,48,7120
6,19,39,7121
12,45,81,7122
14,53,110,7123
3,14,33,7124
33,52,107,7125
15,31,79,7126
7,10,23,7127
12,49,102,7129
19,55,108,7130
1,33,63,7131
11,37,85,7132
9,44,99,7133
18,32,57,7134
13,31,77,7135
7,14,31,7136
18,58,116,7137
5,18,37,7138
12,29,74,7139
4,25,51,7140
16,27,50,7141
3,56,95,7142
4,14,32,7143
25,44,86,7144
22,39,83,7145
3,46,81,7146
4,21,40,7147
8,22,63,7148
11,71,153,7149
29,41,82,7150
21,52,107,7151
22,45,81,7152
23,29,51,7153
25,53,102,7154
19,29,51,7155
4,14,32,7156
5,64,113,7157
14,40,78,7158
8,23,64,7159
7,31,56,7160
20,54,105,7161
12,29,58,7162
15,65,141,7163
19,46,94,7164
21,29,52,7165
21,38,86,7166
14,66,125,7167
11,27,55,7168
8,23,62,7169
22,29,51,7170
13,36,85,7171
6,13,34,7172
19,36,73,7173
3,46,80,7174
13,46,92,7175
19,55,107,7176
14,55,99,7177
21,40,78,7178
14,70,147,7179
21,52,107,7180
8,23,62,7181
29,49,95,7182
27,51,97,7183
29,44,90,7184
11,33,67,7185
10,52,93,7186
14,55,120,7187
23,29,51,7188
24,55,105,7189
29,45,97,7190
4,53,91,7191
14,48,121,7192
15,43,87,7193
17,48,94,7194
29,43,87,7195
28,48,91,7196
6,13,28,7197
19,63,134,7198
4,38,71,7199
21,29,52,7200
21,60,119,7201
5,24,42,7202
10,56,97,7203
6,14,31,7205
4,14,32,7206
27,43,88,7207
10,29,70,7208
7,26,47,7209
27,46,87,7211
13,40,78,7212
27,41,81,7213
10,38,86,7214
8,20,60,7215
21,43,89,7216
11,56,94,7217
6,39,76,7218
24,41,88,7219
21,49,91,7220
26,60,122,7221
4,21,41,7222
7,15,33,7223
15,42,77,7224
14,53,110,7225
15,43,87,7226
8,43,88,7227
12,55,121,7229
8,37,74,7230
9,28,69,7231
2,40,91,7232
22,54,105,7233
10,33,80,7234
4,21,41,7235
19,46,86,7236
9,31,79,7237
8,42,76,7238
12,23,43,7239
23,31,53,7240
15,55,113,7241
17,26,46,7242
10,35,81,7243
10,54,95,7244
16,68,132,7245
14,59,111,7246
21,45,83,7247
3,49,85,7248
11,27,55,7249
13,53,112,7250
10,35,81,7251
11,33,92,7252
9,21,61,7253
5,46,79,7254
22,42,89,7255
23,44,90,7256
10,50,106,7257
12,41,89,7258
6,14,31,7259
12,39,75,7260
21,49,91,7261
8,48,85,7262
13,35,93,7263
24,49,103,7264
23,42,89,7265
30,45,95,7266
8,22,63,7267
20,64,131,7268
25,41,82,7269
19,28,50,7270
16,48,94,7271
17,58,115,7272
24,49,103,7273
21,45,83,7274
4,30,68,7275
3,57,101,7276
27,41,81,7277
13,40,77,7278
27,43,84,7279
10,33,61,7280
11,33,67,7281
7,9,18,7282
13,35,93,7283
24,41,88,7284
21,27,44,7285
6,26,50,7286
5,22,44,7288
4,17,26,7289
10,26,50,7290
10,27,52,7291
9,30,58,7292
13,24,48,7293
8,27,50,7294
11,27,51,7295
11,26,48,7296
3,22,38,7297
12,23,44,7298
13,26,48,7299
12,23,44,7300
6,24,47,7301
13,25,49,7302
13,22,43,7303
10,27,50,7304
5,16,30,7305
7,20,45,7306
11,31,59,7307
12,27,52,7308
7,20,44,7309
8,27,52,7310
12,23,45,7311
10,27,52,7312
10,27,52,7313
8,24,49,7314
13,25,49,7315
14,29,57,7316
11,24,44,7317
14,31,57,7318
9,30,58,7319
13,24,48,7320
14,25,50,7321
11,31,59,7322
13,28,53,7323
9,30,58,7325
14,26,54,7326
7,25,53,7327
14,31,57,7328
13,31,60,7329
14,30,57,7330
13,28,54,7331
2,16,24,7332
6,24,47,7333
12,24,44,7334
12,23,44,7335
13,24,48,7336
5,21,39,7338
11,29,55,7339
9,26,53,7340
6,28,52,7341
4,16,25,7342
9,23,44,7343
8,10,24,7344
4,6,10,7346
6,25,50,7347
5,10,25,7348
4,6,10,7349
7,11,25,7350
7,18,38,7351
