direct_competitor_count_500m,direct_competitor_count_1km,related_fitness_count_1km,source_index
21,52,109,15310
12,37,81,15311
6,27,40,15313
25,54,113,15315
17,33,50,15316
14,57,118,15319
12,37,81,15320
8,35,84,15322
5,34,51,15323
16,48,102,15324
26,38,84,15325
7,32,47,15327
5,24,47,15328
5,26,47,15329
9,35,77,15330
9,33,88,15331
15,24,52,15332
7,26,62,15333
14,43,87,15335
23,36,80,15336
23,53,113,15337
9,37,97,15338
19,55,117,15340
1,44,91,15343
11,33,66,15346
5,23,48,15347
24,50,111,15348
15,25,53,15349
26,43,92,15350
4,25,49,15353
16,25,51,15354
9,32,82,15355
8,31,72,15357
6,37,81,15358
8,25,61,15359
23,50,116,15360
21,52,109,15362
14,37,63,15363
27,50,99,15364
21,48,102,15366
8,34,74,15367
9,34,70,15369
10,34,79,15370
3,27,41,15371
6,31,72,15373
8,34,74,15374
7,26,61,15375
2,7,9,15376
4,20,51,15377
23,48,97,15378
7,26,62,15381
24,49,114,15383
20,41,89,15384
5,20,40,15385
24,50,115,15386
24,52,103,15388
27,50,99,15389
16,44,89,15390
16,44,89,15391
11,21,50,15392
15,25,51,15393
5,33,78,15395
9,30,66,15396
25,54,113,15397
6,39,96,15398
15,48,101,15401
3,29,64,15402
5,24,47,15403
7,57,120,15404
27,46,90,15405
8,25,37,15406
17,46,93,15407
25,44,98,15409
27,46,90,15411
4,20,46,15412
8,37,80,15413
5,33,71,15415
16,25,51,15417
13,29,60,15418
5,33,74,15419
6,17,36,15420
5,22,45,15421
16,26,52,15422
9,34,90,15426
9,34,90,15428
17,26,49,15429
10,26,68,15430
11,27,55,15431
7,32,47,15433
11,24,52,15434
9,21,44,15435
11,30,43,15436
11,24,52,15438
11,23,46,15439
9,23,48,15440
6,56,112,15442
6,16,33,15443
9,21,44,15445
8,34,74,15446
5,24,47,15447
21,48,102,15449
25,54,113,15450
4,25,49,15453
9,19,54,15454
9,33,85,15455
24,46,104,15456
13,39,85,15457
20,36,80,15458
15,51,107,15459
26,43,92,15460
9,23,48,15461
17,54,118,15462
16,48,99,15465
3,32,69,15466
2,39,98,15467
11,24,53,15468
5,34,51,15469
2,7,9,15471
6,16,35,15472
7,27,65,15475
15,32,48,15477
7,14,20,15478
17,58,96,15479
4,34,62,15480
18,73,126,15481
6,13,28,15482
47,60,119,15483
43,56,113,15484
44,64,125,15485
10,11,30,15486
40,67,111,15487
43,60,118,15488
12,16,31,15489
14,25,39,15490
3,9,15,15491
19,82,146,15492
12,38,57,15493
7,24,33,15494
15,18,32,15495
1,4,8,15496
12,30,57,15497
15,23,39,15498
0,8,13,15499
4,14,33,15500
5,14,28,15501
8,22,34,15502
2,4,11,15503
13,25,40,15504
9,16,33,15505
5,8,17,15506
3,10,18,15507
6,18,28,15508
15,18,33,15509
9,33,51,15510
1,17,36,15511
4,47,85,15512
3,6,13,15514
1,16,33,15515
15,23,39,15516
11,23,35,15518
39,64,108,15519
4,17,33,15520
2,6,15,15521
7,24,34,15522
1,42,79,15523
10,20,31,15524
2,14,22,15525
31,49,94,15526
32,68,119,15527
17,60,99,15528
8,20,32,15529
2,12,25,15530
36,76,132,15531
12,23,34,15532
21,57,107,15533
32,68,119,15534
42,62,120,15535
23,35,63,15536
39,55,113,15537
8,15,31,15538
4,31,55,15539
14,23,39,15540
13,26,38,15541
5,46,85,15542
15,18,33,15543
3,19,34,15544
1,13,22,15545
9,36,71,15547
3,7,15,15548
40,75,131,15549
24,41,74,15550
11,16,32,15551
6,20,32,15552
7,17,33,15553
10,28,52,15554
13,25,39,15555
6,21,34,15557
8,14,29,15558
6,20,38,15559
24,79,139,15560
12,25,37,15561
10,50,85,15562
7,65,110,15563
18,23,41,15564
36,66,112,15565
4,14,32,15566
11,22,38,15567
43,69,120,15568
10,24,37,15569
36,66,112,15570
11,22,38,15571
7,14,28,15572
6,13,28,15573
34,54,105,15574
0,4,13,15575
22,72,127,15576
44,58,112,15577
19,82,146,15578
3,17,37,15579
5,15,30,15580
12,26,40,15581
3,17,33,15582
15,18,33,15583
3,11,22,15584
42,62,120,15585
4,23,45,15586
1,16,33,15587
4,35,59,15589
3,5,8,15591
7,21,34,15592
14,31,58,15593
3,9,15,15594
4,49,98,15595
15,23,39,15596
11,33,63,15597
4,47,85,15598
7,18,36,15599
38,68,112,15600
26,83,143,15601
6,16,33,15602
3,3,6,15603
3,17,33,15604
5,10,21,15605
23,74,138,15606
18,55,91,15607
8,13,16,15608
15,79,139,15609
24,41,74,15610
40,67,111,15611
2,11,16,15612
9,45,81,15613
29,75,128,15614
21,59,102,15615
9,27,39,15616
16,59,102,15617
17,58,117,15618
5,60,101,15619
32,60,112,15620
31,57,106,15621
34,54,101,15622
15,20,33,15623
44,59,114,15624
3,9,15,15625
40,77,132,15626
3,4,6,15627
8,31,48,15628
23,62,121,15629
34,54,101,15630
44,59,113,15631
42,70,120,15632
23,36,62,15633
39,66,112,15634
43,60,118,15635
41,67,112,15636
14,26,41,15637
11,41,72,15638
4,31,55,15639
4,26,49,15640
14,23,39,15641
10,11,30,15642
10,22,34,15643
9,16,32,15644
23,35,63,15645
2,6,15,15646
15,23,39,15647
19,82,146,15648
14,23,41,15649
7,14,28,15650
0,8,13,15651
11,62,100,15652
0,1,9,15653
41,70,123,15654
3,10,21,15655
24,41,74,15656
17,59,99,15657
3,38,69,15658
3,6,14,15659
3,5,17,15660
8,20,32,15661
11,19,32,15662
7,11,14,15663
2,13,23,15664
47,60,119,15665
15,24,48,15666
12,26,40,15667
10,11,27,15668
8,61,105,15669
5,22,40,15670
13,28,53,15671
3,26,51,15672
3,6,13,15673
26,77,133,15674
14,31,58,15675
13,26,41,15676
3,14,28,15677
44,56,110,15678
18,55,91,15679
17,57,93,15680
13,28,53,15681
10,31,48,15682
11,22,38,15683
44,59,114,15684
12,28,52,15685
11,22,33,15686
7,60,98,15687
6,40,71,15688
17,60,99,15689
3,3,6,15690
4,41,62,15691
4,8,15,15692
5,11,17,15693
5,8,17,15694
17,82,147,15695
6,34,68,15696
3,11,22,15697
34,74,130,15698
15,30,50,15699
1,9,24,15700
10,11,34,15701
38,56,114,15702
11,22,33,15703
6,52,104,15704
41,73,126,15705
37,67,129,15706
9,15,27,15707
7,16,26,15708
4,14,32,15709
10,11,30,15710
8,56,93,15711
22,80,140,15712
26,64,109,15713
19,76,134,15714
1,42,77,15715
18,73,126,15716
8,20,32,15717
13,26,38,15718
17,59,99,15719
20,64,109,15720
4,17,33,15721
39,66,112,15722
8,42,72,15723
42,72,124,15724
10,11,30,15725
7,24,34,15726
10,46,83,15727
22,32,55,15728
13,24,36,15729
17,57,93,15730
4,24,48,15731
39,73,130,15732
10,14,38,15733
10,50,85,15734
43,60,118,15735
17,57,93,15736
23,33,59,15737
9,13,18,15738
38,76,132,15739
15,79,139,15740
28,64,108,15741
41,70,122,15742
35,54,106,15743
4,26,49,15744
23,33,59,15745
23,36,63,15746
11,18,33,15747
10,18,34,15748
10,18,34,15749
15,18,32,15750
7,14,28,15751
23,62,107,15752
40,75,131,15753
44,59,114,15754
15,79,139,15755
40,67,111,15756
8,28,51,15757
18,22,38,15758
43,69,120,15759
9,25,50,15760
10,11,27,15761
11,30,56,15762
6,14,27,15763
8,32,54,15764
23,85,149,15765
38,75,131,15766
10,11,27,15767
44,60,116,15768
24,31,56,15769
5,8,17,15770
3,10,21,15771
13,26,40,15772
6,20,45,15773
12,25,37,15774
6,20,38,15775
8,15,30,15776
10,16,33,15777
12,38,57,15778
9,35,63,15779
9,16,32,15780
15,59,102,15781
10,39,71,15782
15,84,147,15783
3,5,17,15784
2,8,16,15785
36,76,132,15786
10,34,64,15787
0,1,9,15788
26,77,133,15789
39,75,131,15790
39,71,122,15791
4,47,85,15792
4,14,32,15793
35,68,120,15794
26,63,107,15795
36,64,108,15796
1,13,29,15797
28,68,114,15798
1,43,82,15799
11,27,54,15800
34,54,105,15801
44,60,117,15802
3,9,15,15803
33,77,131,15804
9,47,71,15805
2,10,23,15806
14,22,38,15807
8,15,31,15808
7,65,110,15809
7,24,33,15810
10,31,48,15811
6,9,11,15812
10,24,40,15813
11,31,58,15814
38,55,110,15815
4,13,24,15816
9,13,18,15817
44,64,125,15818
19,82,146,15819
12,16,31,15820
5,20,40,15821
17,80,145,15822
5,20,40,15823
43,56,114,15824
9,15,22,15825
6,21,35,15826
4,21,34,15827
11,57,97,15828
7,33,51,15829
0,9,15,15830
3,4,7,15831
6,22,37,15832
3,5,17,15833
2,49,92,15834
6,20,27,15835
23,34,60,15836
7,65,110,15837
45,58,114,15838
25,66,127,15839
41,75,131,15840
6,20,40,15841
9,12,15,15842
8,56,93,15843
19,76,134,15844
24,79,139,15845
15,22,38,15846
24,33,59,15847
11,16,32,15848
4,30,46,15849
10,15,43,15850
39,54,111,15851
2,37,71,15852
15,23,39,15853
34,54,101,15854
4,11,20,15855
43,56,113,15856
7,9,11,15857
15,23,39,15858
44,58,112,15859
33,77,132,15860
42,71,122,15861
2,23,49,15862
13,26,41,15863
6,21,34,15864
5,22,40,15865
24,32,58,15866
24,41,74,15867
9,45,81,15868
38,68,112,15869
2,13,20,15870
15,22,38,15871
24,83,147,15872
23,62,107,15873
2,25,50,15874
11,28,55,15875
6,22,34,15876
2,14,29,15877
12,23,34,15878
16,59,102,15879
4,22,33,15880
3,9,15,15881
15,18,31,15882
24,32,58,15883
7,24,44,15884
9,22,38,15885
6,27,49,15886
33,77,131,15887
23,33,58,15888
10,20,32,15889
23,41,76,15890
7,18,35,15891
47,60,119,15892
5,15,22,15893
2,4,8,15894
16,18,32,15895
8,11,14,15896
0,0,3,15897
0,1,9,15898
26,64,109,15899
33,59,107,15901
10,31,48,15902
13,28,53,15903
11,19,32,15904
1,5,10,15905
5,14,28,15906
15,23,39,15907
44,64,125,15908
15,84,147,15909
33,59,107,15910
7,14,29,15911
46,65,125,15912
11,30,56,15913
34,54,102,15914
41,70,119,15915
40,77,132,15916
43,60,118,15917
17,80,145,15918
7,21,34,15919
42,72,124,15920
6,22,37,15921
43,56,114,15922
44,64,125,15923
5,15,30,15924
10,23,35,15925
3,3,6,15926
3,11,14,15927
10,22,33,15928
8,13,16,15929
23,74,138,15930
12,16,31,15931
34,77,132,15932
24,41,74,15933
3,3,6,15934
32,68,119,15935
43,56,113,15936
7,16,36,15937
13,25,37,15938
44,60,117,15939
34,53,100,15940
26,77,134,15941
14,23,41,15942
3,17,33,15943
2,16,32,15944
6,21,40,15945
16,27,55,15946
2,3,10,15947
16,20,46,15948
18,19,38,15949
6,15,31,15950
8,18,44,15951
15,19,45,15952
18,23,41,15953
1,10,17,15954
16,25,53,15955
2,3,10,15956
7,16,35,15957
16,26,53,15958
15,23,41,15959
1,9,15,15960
14,23,41,15961
13,21,39,15962
11,21,39,15963
9,14,27,15964
4,21,38,15965
6,15,30,15966
12,27,55,15967
14,20,51,15968
14,21,51,15969
13,25,45,15970
14,21,51,15971
14,21,51,15972
14,24,41,15973
14,23,41,15974
9,13,26,15975
7,15,33,15976
16,22,50,15977
16,22,50,15978
16,22,50,15979
14,23,41,15980
2,30,56,15981
6,15,31,15982
3,19,36,15983
16,23,50,15984
16,23,41,15985
12,18,44,15986
17,21,52,15987
3,21,35,15988
11,22,42,15989
16,21,48,15990
14,24,51,15991
14,21,51,15992
17,21,52,15993
19,21,52,15994
8,15,31,15995
2,3,10,15996
16,25,53,15997
17,19,37,15998
1,18,43,15999
16,27,55,16000
12,21,44,16001
8,21,52,16002
14,21,51,16003
2,3,10,16004
2,3,10,16005
15,24,42,16006
9,13,28,16007
3,3,10,16008
18,19,38,16009
18,19,38,16010
15,22,48,16011
16,20,47,16012
9,14,27,16013
7,16,35,16014
9,14,27,16015
16,23,41,16016
17,21,52,16017
0,32,55,16018
2,25,50,16019
19,21,52,16020
19,21,52,16021
7,25,54,16022
8,15,31,16023
5,9,22,16024
15,27,55,16025
8,11,26,16026
11,21,39,16027
7,16,35,16028
14,23,41,16029
12,25,53,16030
8,12,27,16031
18,19,38,16032
17,19,37,16033
13,21,39,16034
16,20,46,16035
16,20,46,16036
7,21,39,16037
3,24,44,16038
2,3,10,16039
18,19,38,16040
4,9,20,16041
3,8,19,16042
1,18,35,16043
9,14,27,16044
1,19,37,16045
2,3,10,16046
1,18,36,16047
2,3,10,16048
15,23,41,16049
1,18,36,16050
16,23,41,16051
17,21,52,16052
13,25,45,16053
7,15,33,16054
7,16,34,16055
3,3,10,16056
16,20,47,16057
7,27,55,16058
8,18,44,16059
15,24,42,16060
8,15,31,16061
1,18,36,16062
12,25,53,16063
2,8,19,16064
15,23,41,16065
1,19,37,16066
7,13,29,16067
3,8,19,16068
12,25,53,16069
8,12,27,16070
16,26,53,16071
7,17,37,16072
12,17,35,16073
16,27,55,16074
15,26,53,16075
5,17,29,16076
8,13,25,16077
6,21,37,16078
7,25,51,16079
9,16,26,16080
6,20,36,16081
17,30,69,16082
7,25,51,16083
2,20,35,16084
11,16,23,16085
8,13,25,16086
6,21,38,16087
7,13,36,16088
17,30,69,16089
4,17,32,16090
17,23,57,16091
7,11,32,16092
2,6,9,16093
0,2,3,16094
2,7,16,16095
6,20,35,16096
4,12,23,16097
4,9,13,16098
7,11,23,16099
8,12,24,16100
2,14,18,16101
1,6,22,16102
8,17,28,16103
5,21,33,16104
10,16,22,16105
0,7,8,16106
2,20,35,16107
6,20,36,16108
6,18,33,16109
11,19,29,16110
6,7,12,16111
0,17,31,16112
8,17,28,16113
9,16,26,16114
0,0,3,16115
2,5,8,16116
7,12,24,16117
4,11,23,16118
6,32,71,16119
1,5,13,16120
4,18,25,16121
4,16,27,16122
2,7,8,16123
0,17,31,16125
13,17,23,16126
1,5,13,16127
5,19,30,16128
1,6,22,16129
11,18,25,16130
8,21,44,16131
8,17,28,16132
18,27,65,16133
3,8,18,16134
0,1,1,16135
0,1,1,16136
6,11,24,16137
13,17,23,16138
4,18,27,16139
6,13,26,16140
8,15,28,16141
7,12,33,16142
7,16,29,16143
19,27,64,16146
7,11,23,16147
7,14,21,16148
2,2,6,16149
5,11,22,16151
0,0,0,16152
7,18,34,16153
21,30,68,16154
4,8,19,16155
6,29,54,16156
0,2,2,16157
0,2,2,16158
10,19,36,16159
9,16,26,16160
18,24,58,16161
18,27,66,16162
2,20,34,16163
8,12,25,16164
10,10,18,16165
2,20,35,16166
3,7,11,16167
4,13,24,16168
6,7,12,16169
6,11,23,16170
1,13,20,16171
7,12,34,16172
5,7,17,16173
6,25,47,16174
9,15,34,16175
13,17,23,16176
8,12,25,16177
2,7,16,16178
6,22,38,16179
6,8,19,16180
18,27,66,16182
1,16,37,16183
18,27,66,16184
12,17,23,16185
6,20,36,16186
18,30,68,16187
12,19,26,16188
5,16,26,16189
3,13,19,16190
2,6,9,16191
6,21,38,16192
5,17,31,16193
10,21,38,16194
6,8,18,16195
1,16,37,16196
0,0,0,16197
12,17,23,16198
12,17,23,16199
0,0,6,16200
1,1,1,16201
0,2,2,16202
10,10,18,16203
7,25,51,16204
7,11,32,16205
8,12,25,16206
1,5,8,16208
6,18,32,16209
6,23,41,16210
8,21,44,16212
5,16,26,16213
7,12,16,16214
10,10,18,16215
18,30,68,16216
7,12,34,16217
2,10,17,16218
3,4,6,16219
9,16,26,16220
17,30,69,16221
4,12,25,16222
2,4,7,16223
7,7,15,16224
4,17,32,16225
6,21,38,16226
0,21,34,16227
17,30,70,16229
6,20,36,16230
4,18,27,16231
6,17,31,16232
1,1,1,16233
6,9,20,16234
6,29,54,16235
4,19,48,16236
18,30,68,16237
6,18,33,16240
2,12,30,16241
7,25,52,16242
5,8,18,16243
8,17,28,16245
7,13,34,16246
17,23,57,16247
1,10,18,16249
5,15,28,16250
5,6,16,16251
4,6,15,16252
20,30,68,16253
6,15,30,16254
7,7,15,16255
10,10,18,16256
4,16,27,16257
0,2,9,16258
7,16,29,16259
7,7,15,16260
10,16,21,16261
11,18,25,16262
2,11,19,16263
18,27,66,16264
18,27,66,16265
5,30,66,16266
7,7,15,16267
10,10,18,16268
5,16,27,16269
7,7,15,16270
7,25,48,16271
5,15,28,16272
11,35,75,16273
13,17,23,16274
9,19,36,16275
8,17,28,16276
2,14,20,16277
7,7,15,16278
18,29,68,16279
6,16,28,16280
9,15,31,16281
9,16,26,16282
10,10,18,16283
2,4,7,16284
9,17,31,16285
6,19,31,16286
1,7,14,16287
0,0,3,16288
8,13,26,16289
6,22,41,16290
10,10,18,16291
2,21,30,16292
1,1,2,16293
1,6,14,16294
10,19,29,16295
5,30,66,16296
10,16,21,16297
4,7,12,16298
7,17,28,16299
11,18,25,16300
10,10,18,16301
4,16,27,16302
6,11,23,16303
6,12,24,16304
1,14,34,16305
9,20,38,16306
6,15,28,16307
3,6,10,16308
5,19,40,16309
20,30,68,16310
5,18,34,16311
4,10,21,16312
8,28,49,16313
7,17,34,16314
8,19,26,16315
7,11,23,16316
4,16,27,16317
7,22,43,16318
4,12,25,16319
2,14,18,16320
17,21,45,16321
1,10,20,16322
16,18,42,16323
3,4,5,16324
1,4,5,16325
0,3,5,16326
16,21,45,16327
16,20,44,16328
3,4,5,16329
16,20,44,16330
1,5,11,16331
16,18,42,16332
16,20,44,16333
16,20,44,16334
11,20,44,16335
15,18,42,16336
16,20,44,16337
1,18,41,16338
15,19,43,16339
3,15,31,16340
3,4,5,16341
17,20,44,16342
17,20,44,16343
2,5,7,16344
2,8,11,16345
0,23,43,16346
1,4,5,16347
0,0,1,16348
0,3,4,16349
7,19,42,16350
0,3,5,16351
2,3,7,16352
1,4,5,16353
16,18,42,16354
15,19,43,16355
16,18,42,16356
16,18,42,16357
3,4,5,16358
2,5,11,16359
4,4,5,16360
1,4,5,16361
0,3,5,16362
15,20,44,16363
0,3,5,16364
2,7,10,16365
3,18,39,16366
18,24,48,16369
31,74,158,16370
3,19,32,16371
25,58,121,16372
8,15,34,16373
7,16,27,16374
28,71,148,16375
13,25,51,16376
7,7,19,16377
18,25,44,16378
6,16,33,16379
10,22,43,16380
17,22,39,16381
36,50,107,16382
14,19,44,16383
21,54,113,16384
9,29,55,16385
39,49,102,16386
8,16,36,16387
7,15,31,16388
13,25,47,16389
0,6,15,16390
5,36,71,16391
26,60,126,16392
1,28,52,16393
0,5,13,16394
7,13,32,16395
36,68,141,16396
6,34,74,16397
2,6,8,16398
13,24,45,16399
0,1,8,16400
10,22,43,16401
39,70,149,16402
18,23,42,16403
0,4,6,16404
15,20,44,16405
0,9,28,16406
6,16,33,16407
8,15,34,16408
23,54,110,16409
4,13,21,16410
28,66,135,16411
2,6,8,16412
10,22,43,16413
6,12,23,16414
6,12,22,16415
1,9,25,16416
10,15,35,16417
0,12,19,16418
13,28,52,16419
0,13,21,16420
9,16,31,16421
7,22,46,16422
14,18,42,16423
33,59,122,16424
22,49,106,16425
13,18,41,16426
18,21,35,16427
38,73,155,16428
22,54,114,16429
26,52,108,16430
30,75,160,16431
0,4,6,16432
18,26,47,16433
32,50,107,16434
10,17,37,16435
5,15,30,16436
10,22,43,16437
22,49,106,16438
15,20,44,16439
6,36,77,16440
2,10,23,16441
36,60,120,16442
14,70,151,16443
0,9,28,16444
33,46,100,16445
18,28,48,16446
1,19,32,16447
7,7,17,16448
10,28,54,16449
9,16,29,16450
11,16,36,16451
7,11,19,16452
5,12,24,16453
7,7,22,16454
8,13,32,16455
23,60,125,16456
2,15,31,16457
3,18,35,16458
22,49,106,16459
8,16,36,16460
4,8,11,16461
6,9,14,16462
3,10,15,16463
17,23,45,16464
2,6,8,16465
14,18,41,16466
1,1,1,16467
18,22,37,16468
0,0,2,16469
10,16,36,16470
6,18,37,16471
11,22,43,16472
1,2,8,16474
2,2,3,16475
1,15,24,16476
9,18,32,16477
6,29,55,16478
2,8,12,16479
7,38,77,16480
22,59,116,16481
39,66,140,16482
16,23,38,16483
3,11,17,16484
3,18,33,16485
12,23,43,16486
4,30,61,16487
16,22,38,16488
0,13,21,16489
2,11,18,16490
10,29,56,16491
18,25,44,16492
26,52,108,16493
38,73,155,16494
3,4,7,16495
1,1,2,16496
19,25,49,16497
3,4,7,16498
8,15,34,16499
0,0,0,16500
4,13,21,16501
10,22,43,16502
5,32,59,16503
36,50,107,16504
10,28,54,16505
2,41,91,16506
6,13,23,16507
36,68,141,16508
35,52,111,16509
5,48,97,16510
37,53,106,16511
18,28,48,16512
26,60,126,16513
18,23,42,16514
2,13,24,16515
9,30,56,16516
0,7,17,16517
7,7,17,16518
5,16,33,16519
21,59,121,16520
14,38,84,16521
7,10,16,16522
36,72,153,16523
23,54,110,16524
18,25,44,16525
22,56,111,16526
17,24,48,16527
18,26,47,16528
13,18,41,16529
4,13,23,16530
7,17,31,16531
14,18,42,16532
1,11,21,16533
39,66,140,16534
10,15,35,16535
36,65,136,16536
39,70,151,16537
8,27,48,16538
2,4,9,16539
10,28,50,16540
2,2,7,16541
23,66,139,16542
10,15,35,16543
11,49,108,16544
6,13,23,16545
7,64,142,16546
40,58,119,16547
25,62,129,16548
23,54,110,16549
7,11,21,16550
24,49,106,16551
8,29,56,16552
33,46,100,16553
33,46,100,16554
14,18,42,16555
7,17,31,16556
1,3,9,16557
25,59,120,16558
10,16,36,16559
12,24,44,16560
6,16,33,16561
25,61,122,16562
38,73,155,16563
7,27,49,16564
17,23,45,16565
10,28,54,16566
22,72,152,16567
6,17,38,16568
4,11,18,16569
20,42,93,16570
21,59,121,16571
17,26,50,16572
7,13,23,16573
32,50,107,16574
4,7,8,16575
37,48,101,16576
1,5,15,16577
2,22,35,16578
11,22,44,16579
9,25,45,16580
28,66,135,16581
28,66,135,16582
12,64,132,16583
0,9,28,16584
0,6,12,16585
3,11,16,16586
20,42,93,16587
19,25,49,16588
8,56,134,16589
19,43,91,16590
4,7,16,16591
22,59,116,16592
18,22,40,16593
5,5,9,16594
6,15,32,16595
14,19,43,16596
10,18,33,16597
15,38,83,16598
26,55,115,16599
21,58,120,16600
1,24,43,16601
32,55,117,16602
19,25,49,16603
15,38,83,16604
7,64,143,16605
13,25,51,16606
39,49,102,16607
31,45,96,16608
31,71,146,16609
5,9,13,16610
16,20,44,16611
10,22,43,16612
3,4,7,16613
17,22,39,16614
26,55,115,16615
2,38,75,16616
8,15,34,16617
2,10,21,16618
37,46,97,16619
35,67,138,16620
32,50,107,16621
1,1,1,16622
9,25,50,16623
3,4,7,16624
0,18,32,16625
4,12,30,16626
39,61,125,16627
7,15,33,16628
8,26,57,16629
7,13,30,16630
1,7,17,16631
9,32,55,16632
11,20,42,16633
10,19,44,16634
27,33,55,16636
12,20,44,16637
1,29,60,16638
3,5,8,16639
13,29,64,16640
6,25,40,16641
26,39,83,16642
1,33,56,16643
9,12,28,16644
1,10,21,16645
11,34,72,16646
13,30,65,16647
11,26,53,16648
18,47,92,16649
27,38,63,16650
3,5,8,16651
9,37,62,16652
10,40,64,16653
12,19,44,16654
1,3,13,16655
12,34,59,16656
15,23,48,16657
17,45,94,16658
9,12,20,16659
6,23,54,16660
28,39,70,16661
8,12,28,16662
5,31,59,16663
8,12,28,16664
3,5,8,16665
6,25,40,16666
6,19,36,16667
24,38,78,16668
1,3,9,16669
11,28,62,16670
26,33,58,16671
4,19,38,16672
13,22,45,16673
16,36,80,16674
1,3,13,16675
23,46,85,16676
11,28,62,16677
11,16,33,16678
12,19,44,16679
11,20,46,16680
1,3,13,16681
9,12,21,16682
3,5,8,16683
9,14,24,16684
6,23,55,16685
1,13,29,16686
12,32,66,16687
11,28,54,16688
5,41,71,16689
17,43,91,16690
15,24,56,16691
1,3,13,16692
9,37,62,16693
11,28,55,16694
23,37,75,16695
23,37,82,16696
1,33,56,16697
27,33,55,16698
9,14,33,16699
26,47,88,16700
17,53,103,16701
21,50,100,16702
24,37,79,16703
25,38,80,16704
27,40,69,16705
9,14,33,16706
8,41,80,16707
10,15,32,16708
1,2,8,16709
8,13,29,16710
12,19,45,16711
1,1,5,16712
22,52,101,16713
26,47,88,16714
4,5,10,16715
27,33,55,16717
15,19,45,16718
15,21,50,16719
3,10,25,16720
10,18,39,16721
10,15,35,16722
1,2,6,16723
2,37,79,16724
7,28,43,16725
22,52,101,16726
15,18,43,16727
3,14,30,16728
15,24,56,16729
12,14,39,16730
1,2,10,16731
9,12,28,16732
2,11,25,16733
16,38,84,16735
27,45,86,16736
5,10,26,16737
27,39,69,16738
27,48,88,16739
4,18,37,16740
0,1,2,16741
15,19,44,16742
16,29,61,16744
12,22,48,16745
9,11,25,16746
27,40,69,16747
16,19,43,16748
12,20,46,16749
20,41,89,16750
0,2,6,16751
17,55,108,16752
12,18,38,16753
7,7,20,16754
23,37,82,16755
24,37,79,16756
5,19,42,16757
24,37,79,16758
21,50,100,16759
1,13,29,16760
2,17,35,16761
8,26,57,16762
4,20,38,16763
16,36,80,16765
1,11,25,16766
1,3,9,16767
11,27,53,16768
13,46,94,16770
2,15,32,16771
16,36,80,16772
11,32,56,16773
16,34,65,16774
16,38,82,16775
26,46,82,16776
12,19,44,16777
1,2,8,16778
11,28,62,16779
6,23,55,16780
12,15,38,16781
22,29,73,16782
5,19,43,16783
22,52,101,16784
12,22,48,16785
3,13,32,16786
24,37,79,16787
6,17,36,16788
2,18,47,16790
27,48,88,16791
18,47,92,16792
8,12,28,16793
12,14,38,16795
21,50,100,16796
1,2,3,16797
11,15,35,16798
9,27,48,16799
11,18,37,16801
13,25,52,16802
10,32,56,16803
1,22,51,16804
5,31,59,16805
7,7,20,16806
3,3,6,16808
6,14,36,16809
21,28,69,16810
26,45,89,16811
12,20,46,16812
23,46,85,16813
27,40,69,16814
21,30,68,16815
1,2,10,16816
26,46,82,16817
2,15,32,16818
7,7,20,16819
11,27,55,16820
28,33,55,16821
13,15,38,16822
2,39,75,16823
1,14,29,16824
17,55,107,16825
17,55,107,16826
16,55,109,16827
15,19,43,16829
7,7,20,16830
10,39,63,16831
12,18,38,16832
25,41,81,16833
6,25,40,16834
19,55,108,16835
15,26,52,16836
26,39,83,16837
5,18,35,16838
12,19,45,16839
16,39,84,16840
27,52,97,16841
9,36,60,16842
9,14,24,16843
2,27,62,16844
9,12,28,16845
9,14,38,16846
24,31,72,16847
9,14,33,16848
11,19,39,16849
7,26,57,16850
3,3,12,16851
10,14,32,16852
7,8,22,16853
22,52,105,16854
2,17,35,16855
3,3,12,16856
12,32,66,16857
1,1,2,16859
12,19,45,16860
10,15,35,16861
10,18,43,16862
23,41,84,16863
10,32,53,16864
27,45,86,16865
9,37,62,16868
2,18,35,16869
9,26,42,16870
0,2,6,16871
1,13,35,16872
8,12,28,16873
11,19,37,16874
11,28,62,16875
21,28,69,16876
11,38,65,16877
9,26,41,16878
10,27,52,16879
29,50,93,16880
7,34,56,16881
2,5,10,16882
15,24,56,16883
9,12,28,16884
10,18,38,16885
1,5,12,16886
7,7,20,16887
1,17,40,16888
6,20,42,16889
5,34,59,16890
12,18,38,16891
26,44,80,16892
1,35,79,16894
27,41,89,16895
0,1,2,16896
16,32,64,16897
16,22,49,16898
16,29,61,16899
11,18,43,16900
10,22,47,16901
21,52,103,16902
11,31,67,16903
22,38,85,16904
8,24,60,16905
17,34,55,16906
10,13,30,16907
10,13,30,16908
9,40,64,16909
11,28,54,16910
11,28,55,16911
9,14,32,16912
15,33,57,16913
12,18,38,16914
11,46,83,16915
7,7,20,16916
10,32,56,16917
5,29,69,16918
9,14,33,16919
17,42,66,16920
3,3,6,16921
2,18,35,16922
12,18,38,16923
12,22,52,16924
9,11,25,16925
28,33,55,16926
12,14,39,16927
27,45,86,16928
16,19,44,16929
8,36,86,16930
5,15,29,16931
21,52,103,16932
16,19,43,16933
9,11,25,16934
8,50,96,16935
12,14,38,16936
11,43,80,16937
4,27,53,16938
21,28,69,16939
9,50,99,16940
7,22,44,16941
5,15,29,16942
10,22,41,16943
9,26,41,16944
